epoch,train_loss,val_loss,val_accuracy,val_macro_f1,val_weighted_f1
1,1.4290870130879612,0.7439097217133301,0.7622779519331243,0.5632965012763637,0.7350288116135549
2,0.8177625900392522,0.48157461608838886,0.8701671891327064,0.753083478076096,0.8557731679289488
3,0.6298233400845737,0.4539127501823561,0.880355276907001,0.7828742869847443,0.8692873762050541
4,0.5484490684056705,0.41659645233283843,0.904649947753396,0.8556730888025116,0.9032442313591467
5,0.5187039673778863,0.39468799501875473,0.9150992685475444,0.8575053324131923,0.9122548613030228
6,0.4933315849445011,0.3736872545977745,0.9258098223615465,0.881183862895013,0.9238407295366506
7,0.47386152654000335,0.3666563172325445,0.9284221525600836,0.8831682452349134,0.9268806875781908
8,0.4695568057989304,0.3600510189401194,0.932601880877743,0.891398275545346,0.9312462907095782
9,0.45220569463003885,0.3547125177821894,0.9344305120167189,0.8958767267345014,0.9334361042107668
10,0.4364451889407693,0.34787980615781267,0.9365203761755486,0.901183558886418,0.9356423471037058
11,0.4251644049080263,0.3431049270502826,0.9388714733542319,0.9048353849187333,0.938070409481223
12,0.4162626835998653,0.34017285745096554,0.9388714733542319,0.9091045092783773,0.9381852695268597
13,0.412089021376878,0.33560774325078807,0.9425287356321839,0.9132582456786664,0.9418841252982862
14,0.39999234841197306,0.33246988942506045,0.9427899686520376,0.9143923997818735,0.9420868780015306
15,0.3991571832315816,0.32960172363458634,0.9438349007314525,0.9171219068800687,0.9432345392786262
16,0.38621085478438244,0.3243207474362763,0.9472309299895507,0.9248359383506553,0.9468222026043239
17,0.38172784988226016,0.32203096830234507,0.9482758620689655,0.9270881774551236,0.9478546210038835
18,0.3719281383479809,0.3191692343326198,0.949582027168234,0.9299767285435387,0.9491574250172167
19,0.37106612512574566,0.3177794247959101,0.9501044932079414,0.9303567343771936,0.9496710735383637
20,0.3662004416068871,0.3163195758154898,0.9501044932079414,0.9307967471194785,0.9496847030539697
21,0.36314101647751423,0.313701232554646,0.950626959247649,0.9308479504582686,0.9502341616455895
22,0.3616568173478874,0.3124286976789855,0.9508881922675027,0.9323177683498753,0.950517072367659
23,0.35304701594551485,0.31082524332756034,0.9511494252873564,0.9321600014484951,0.9508103016615593
24,0.3500344336269778,0.3098062210197608,0.9516718913270638,0.9338741863875493,0.9513365934860714
25,0.3490839983240018,0.30874863497391264,0.9521943573667712,0.9330483654947157,0.9518870767894356
26,0.3472478863293771,0.3079227319020338,0.9516718913270638,0.9332488347785968,0.9514135543149155
27,0.34245395039595145,0.30645543937897357,0.9521943573667712,0.9334107893526029,0.9519360447720805
28,0.340551042476013,0.3053038479018734,0.9529780564263323,0.9346733984310533,0.952751662072611
29,0.33357719404596115,0.3049728434723622,0.953239289446186,0.9350501795740556,0.9530206191972043
30,0.33323988189644144,0.30444877361927414,0.9537617554858934,0.9339491841165337,0.9535481392019707
31,0.3321550946543173,0.3043924095488641,0.9537617554858934,0.9345264414006298,0.9535886109753827
32,0.3280815860612231,0.3038833470180117,0.9537617554858934,0.9346558844478716,0.9535701741080789
33,0.32881413451142283,0.3039291341601245,0.9519331243469175,0.9313524803069955,0.9517068050058499
34,0.32747211775560564,0.3031446533890727,0.9524555903866249,0.9325403494642488,0.9522263895562885
35,0.3187207884125965,0.3024611059525668,0.9529780564263323,0.9341900230557547,0.9527965418904345
36,0.3232699700164106,0.3020889220940282,0.9537617554858934,0.9350548117286277,0.9535553256276768
37,0.3193982133341217,0.3018005553831501,0.9545454545454546,0.9357998615150941,0.9543505120283068
38,0.3192703174509007,0.3014852500509942,0.9555903866248694,0.9364717147844114,0.9554122660362384
39,0.31179073986164674,0.3011707895539522,0.9553291536050157,0.9372030376017209,0.9551678547015144
40,0.3139026641999194,0.3009242285879926,0.9542842215256009,0.9357359958480587,0.9541132746286939
41,0.3120569246904264,0.3005066079281216,0.955067920585162,0.935699709195513,0.9549123959957893
42,0.31203081011138173,0.3003442515400136,0.9555903866248694,0.9393205351777827,0.9554364243829516
43,0.3083342027855715,0.3003502570349595,0.955067920585162,0.9385952919481515,0.9549138958074518
44,0.30558320062261796,0.30023876589293763,0.9568965517241379,0.9411555457453376,0.9567413335518248
45,0.305083690700743,0.3000848967827226,0.9563740856844305,0.9396716482019525,0.956217372725795
46,0.305910415091974,0.2998755663913619,0.957680250783699,0.940781504467546,0.9575534158058546
47,0.30406704426732717,0.2997887472124807,0.9579414838035528,0.940584322348784,0.9578294139779755
48,0.304257210367225,0.2995464408783828,0.9579414838035528,0.940584322348784,0.9578294139779755
49,0.3026954813893255,0.2994535343649494,0.957680250783699,0.9398205529548307,0.9575837420362887
50,0.3069287284300268,0.29944159468886994,0.957680250783699,0.9398205529548307,0.9575837420362887
