experiment_name,accuracy,macro_F1_9cls,defect_macro_F1_8cls,Normal_precision,Normal_recall,Donut_recall,Loc_recall,Scratch_recall,Edge_Loc_recall,best_epoch,notes
N1_9cls_w3_no_cleanlab_20,0.9646359458661832,0.7274754856443952,0.6952527730726497,0.9852838881611635,0.9852304857228029,0.7054794520547946,0.5747592498732894,0.4675324675324675,0.7301587301587301,19,direct_9cls
N4_9cls_normal_gate_w3_20,0.9597537838863358,0.7218816638010136,0.6892775955533013,0.9884575313922246,0.9770372444693364,0.7876712328767124,0.617840851495185,0.5873015873015873,0.7831890331890332,19,direct_9cls
